id,price,property_type,room_type,availability_365,calculated_host_listings_count,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,reviews_per_month,neighbourhood_cleansed,latitude,longitude
18074771,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87815,2.29854
18245894,,Entire rental unit,Entire home/apt,0,1,,,6,5.0,0.06,Élysée,48.87992,2.32065
18205045,,Private room in rental unit,Private room,204,3,within an hour,100,227,4.89,2.3,Élysée,48.87639,2.3058
18543640,,Entire rental unit,Entire home/apt,0,1,,,4,4.5,0.04,Élysée,48.87658,2.32676
18301068,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87022,2.31004
18341049,,Entire rental unit,Entire home/apt,274,1,within an hour,100,26,4.38,0.26,Élysée,48.88173080316449,2.323665669768625
18592217,,Entire rental unit,Entire home/apt,0,1,,,11,4.55,0.11,Élysée,48.87339,2.30201
18501263,,Entire rental unit,Entire home/apt,0,1,,,34,4.56,0.34,Élysée,48.87357,2.31131
18627010,,Entire rental unit,Entire home/apt,0,1,,,2,4.5,0.03,Élysée,48.87103,2.3037
18861731,,Entire rental unit,Entire home/apt,0,1,within a few hours,100,13,5.0,0.13,Élysée,48.86721,2.30242
18733658,,Entire rental unit,Entire home/apt,0,1,,,18,4.89,0.18,Élysée,48.88051,2.32301
18679358,,Entire rental unit,Entire home/apt,364,25,within a day,64,6,4.67,0.06,Élysée,48.86802,2.30585
18680077,,Entire rental unit,Entire home/apt,0,1,,,3,5.0,0.03,Élysée,48.8714,2.31847
18689741,,Entire rental unit,Entire home/apt,0,3,within an hour,100,1,5.0,0.01,Élysée,48.88056,2.32531
18797660,,Entire rental unit,Entire home/apt,246,1,within an hour,100,127,4.98,1.27,Élysée,48.88092,2.32322
18985577,,Entire rental unit,Entire home/apt,0,1,,,83,4.94,0.83,Élysée,48.8674,2.30633
19154606,,Entire rental unit,Entire home/apt,326,1,within an hour,100,743,4.81,7.42,Élysée,48.87258,2.30434
19099840,,Entire rental unit,Entire home/apt,0,1,,,29,4.97,0.29,Élysée,48.87055,2.30995
19268981,,Entire rental unit,Entire home/apt,0,130,within a day,58,8,3.5,0.08,Élysée,48.87054,2.29785
19116969,,Entire rental unit,Entire home/apt,151,10,within an hour,100,11,4.82,0.12,Élysée,48.88185,2.32264
19373778,,Entire rental unit,Entire home/apt,173,1,within a few hours,75,27,4.67,0.27,Élysée,48.86995,2.30895
19237646,,Entire rental unit,Entire home/apt,73,1,within a few hours,100,59,4.9,0.59,Élysée,48.88126,2.32004
19424607,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87743,2.29978
19444226,,Entire rental unit,Entire home/apt,0,57,,,100,4.37,1.0,Élysée,48.8661,2.30978
19504460,,Entire rental unit,Entire home/apt,0,1,,,5,4.6,0.05,Élysée,48.87293,2.31659
19463468,,Entire rental unit,Entire home/apt,365,90,within a day,74,4,4.75,0.04,Élysée,48.86862,2.30573
19482743,,Entire condo,Entire home/apt,0,1,,,0,,,Élysée,48.88189,2.3253
19689279,,Private room in rental unit,Private room,0,3,,,2,4.5,0.02,Élysée,48.87295,2.32052
19567542,,Entire rental unit,Entire home/apt,0,1,,,29,4.55,0.3,Élysée,48.88076,2.31293
19657406,,Entire rental unit,Entire home/apt,0,1,,,47,4.87,0.49,Élysée,48.87442,2.30357
19657742,,Entire rental unit,Entire home/apt,0,12,,,3,3.33,0.03,Élysée,48.87679,2.29836
19670127,,Entire rental unit,Entire home/apt,0,1,,,13,4.77,0.13,Élysée,48.87885,2.31845
19673508,,Private room in rental unit,Private room,329,1,within an hour,100,21,4.48,0.21,Élysée,48.87641,2.30763
19728487,,Entire rental unit,Entire home/apt,0,1,,,2,4.0,0.02,Élysée,48.87553,2.32238
19755546,,Private room in rental unit,Private room,0,3,,,2,5.0,0.02,Élysée,48.87382,2.32036
19755723,,Private room in rental unit,Private room,0,3,,,4,4.75,0.04,Élysée,48.87306,2.32076
19795939,,Entire rental unit,Entire home/apt,154,1,within a day,90,164,4.27,1.68,Élysée,48.88299,2.32526
20159456,,Entire rental unit,Entire home/apt,0,1,,,4,4.75,0.04,Élysée,48.87888,2.32064
20080633,,Entire rental unit,Entire home/apt,365,1,,,0,,,Élysée,48.86950323194023,2.3037929450366117
20022170,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87414,2.31912
20174468,,Entire rental unit,Entire home/apt,326,1,within an hour,100,98,4.85,1.07,Élysée,48.86742,2.30047
20262163,,Entire rental unit,Entire home/apt,157,1,a few days or more,40,9,4.33,0.09,Élysée,48.86934,2.31387
20267185,,Entire rental unit,Entire home/apt,0,1,within an hour,100,21,4.95,0.21,Élysée,48.88224,2.32359
20218377,,Entire rental unit,Entire home/apt,160,2,within an hour,100,47,4.81,0.48,Élysée,48.87242,2.30171
20320861,,Entire rental unit,Entire home/apt,48,1,within a few hours,100,5,4.2,0.05,Élysée,48.87041,2.32067
20471723,,Entire condo,Entire home/apt,83,1,within a day,100,0,,,Élysée,48.87019892548594,2.31626771001908
20241076,,Entire rental unit,Entire home/apt,334,2,within a few hours,90,55,4.45,0.56,Élysée,48.86982,2.3096
20414473,,Entire rental unit,Entire home/apt,0,1,,,25,4.92,0.26,Élysée,48.88016,2.32467
20605635,,Entire rental unit,Entire home/apt,132,1,within an hour,100,67,4.91,0.69,Élysée,48.86911,2.30412
20781169,,Entire rental unit,Entire home/apt,160,1,,,2,5.0,0.12,Élysée,48.88059599322112,2.3262313069013665
21067601,,Entire rental unit,Entire home/apt,270,1,,,0,,,Élysée,48.8798,2.31556
20929848,,Entire rental unit,Entire home/apt,0,1,,,2,4.5,0.02,Élysée,48.87883,2.31866
20816563,,Entire rental unit,Entire home/apt,0,1,,,14,4.86,0.15,Élysée,48.87468,2.32281
21250979,,Entire rental unit,Entire home/apt,167,1,within a few hours,100,164,4.67,1.71,Élysée,48.87991,2.31665
21202743,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88092,2.31447
21465041,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87683,2.32195
21329599,,Entire rental unit,Entire home/apt,280,90,within a day,74,4,4.0,0.06,Élysée,48.87517,2.31393
21659430,,Private room in guesthouse,Private room,0,1,,,107,4.92,1.13,Élysée,48.8729,2.32027
21673538,,Entire rental unit,Entire home/apt,360,1,within an hour,83,78,4.43,0.83,Élysée,48.87067,2.30792
21834117,,Entire rental unit,Entire home/apt,150,1,within a few hours,100,111,4.99,1.17,Élysée,48.878143,2.299082
21857142,,Entire rental unit,Entire home/apt,300,2,within an hour,100,313,4.85,3.31,Élysée,48.86935043334961,2.2996649742126465
22025788,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87197,2.31073
21769040,,Entire rental unit,Entire home/apt,0,5,,,0,,,Élysée,48.87304,2.30232
21780368,,Entire rental unit,Entire home/apt,285,8,within an hour,100,774,4.69,8.13,Élysée,48.87131,2.30736
22398638,,Entire rental unit,Entire home/apt,0,1,,,85,4.61,0.92,Élysée,48.88278,2.32454
22398948,,Entire rental unit,Entire home/apt,0,1,,,19,4.89,0.22,Élysée,48.87523,2.32026
22133154,,Entire rental unit,Entire home/apt,179,1,within a day,67,0,,,Élysée,48.876,2.32293
22511432,,Entire rental unit,Entire home/apt,0,1,,,9,5.0,0.1,Élysée,48.87965,2.31951
22521435,,Entire rental unit,Entire home/apt,88,1,,,1,4.0,0.01,Élysée,48.87874,2.32263
22647020,,Entire rental unit,Entire home/apt,9,1,within an hour,90,84,4.81,0.9,Élysée,48.87388,2.31213
22667883,,Entire condo,Entire home/apt,355,38,within an hour,100,25,4.36,0.27,Élysée,48.87453,2.30386
22828500,,Entire rental unit,Entire home/apt,271,2,within an hour,100,15,4.53,0.17,Élysée,48.8762,2.3141
22669204,,Private room in rental unit,Private room,142,1,a few days or more,0,0,,,Élysée,48.87324,2.3074
22889414,,Entire rental unit,Entire home/apt,0,1,,,49,4.39,0.53,Élysée,48.87438,2.30174
23036313,,Entire rental unit,Entire home/apt,0,2,,,8,5.0,0.09,Élysée,48.86776,2.30437
23118333,,Entire rental unit,Entire home/apt,225,1,within a few hours,100,105,4.95,1.16,Élysée,48.88233,2.32463
23316029,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87168,2.3137
23321708,,Room in hotel,Hotel room,0,4,,,0,,,Élysée,48.87182,2.32107
23322168,,Room in boutique hotel,Hotel room,0,4,,,4,5.0,0.05,Élysée,48.87145,2.32114
23101918,,Room in hotel,Hotel room,0,4,,,9,4.33,0.11,Élysée,48.87148,2.32281
23369363,,Entire rental unit,Entire home/apt,0,1,within an hour,100,37,4.78,0.41,Élysée,48.86965,2.32318
23274321,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87236,2.30495
23464119,,Entire rental unit,Entire home/apt,365,1,,,89,4.8,0.98,Élysée,48.87459,2.30174
23474118,,Entire rental unit,Entire home/apt,229,1,,,77,4.53,0.88,Élysée,48.87324142456055,2.301635980606079
23769001,,Entire condo,Entire home/apt,359,1,within a day,100,24,4.96,0.27,Élysée,48.87881,2.31431
23811283,,Entire loft,Entire home/apt,0,1,,,0,,,Élysée,48.87215,2.31011
23709163,,Entire rental unit,Entire home/apt,295,16,a few days or more,0,1,5.0,0.02,Élysée,48.87125,2.31459
24225710,,Entire rental unit,Entire home/apt,19,1,within an hour,100,68,4.96,0.76,Élysée,48.8758,2.30928
24239004,,Entire rental unit,Entire home/apt,363,370,within an hour,100,7,4.29,0.08,Élysée,48.876,2.317
24132831,,Entire rental unit,Entire home/apt,364,102,within a day,53,6,4.17,0.07,Élysée,48.87299,2.31248
24133705,,Entire rental unit,Entire home/apt,0,1,within a few hours,100,74,4.77,0.83,Élysée,48.87701,2.32356
24255601,,Entire rental unit,Entire home/apt,271,2,within an hour,100,21,4.38,0.29,Élysée,48.87646,2.30066
24507692,,Entire rental unit,Entire home/apt,0,2,within an hour,100,5,5.0,0.06,Élysée,48.8703,2.32275
24698217,,Entire rental unit,Entire home/apt,179,2,,,17,4.76,0.19,Élysée,48.86705,2.30571
24723313,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87627,2.31631
24847256,,Private room in rental unit,Private room,0,1,,,1,5.0,0.01,Élysée,48.87574,2.32135
24853811,,Entire rental unit,Entire home/apt,269,1,within an hour,100,16,4.81,0.18,Élysée,48.8744,2.30015
24862301,,Entire rental unit,Entire home/apt,0,1,,,6,4.67,0.07,Élysée,48.87208,2.31024
24934385,,Entire rental unit,Entire home/apt,341,1,within a day,100,62,4.71,0.79,Élysée,48.87606,2.29716
25312836,,Entire rental unit,Entire home/apt,58,2,within an hour,100,143,4.67,1.63,Élysée,48.88156,2.32386
25039201,,Entire rental unit,Entire home/apt,177,1,,,1,5.0,0.01,Élysée,48.87797,2.29885
25285583,,Entire rental unit,Entire home/apt,365,1,a few days or more,0,0,,,Élysée,48.8734,2.30986
25876303,,Room in boutique hotel,Private room,314,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25503255,,Entire rental unit,Entire home/apt,336,1,within an hour,100,122,4.78,1.57,Élysée,48.88274,2.32371
25876305,,Room in boutique hotel,Private room,285,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876309,,Room in boutique hotel,Private room,313,12,within a few hours,100,2,5.0,0.03,Élysée,48.868507,2.306642
25876312,,Room in boutique hotel,Private room,281,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25790941,,Room in boutique hotel,Hotel room,365,5,,,0,,,Élysée,48.87047,2.31258
25790942,,Room in boutique hotel,Hotel room,365,5,,,0,,,Élysée,48.87036,2.31278
25790947,,Room in boutique hotel,Hotel room,365,5,,,0,,,Élysée,48.87243,2.31172
25790949,,Room in boutique hotel,Hotel room,365,5,,,0,,,Élysée,48.87232,2.31293
25790954,,Room in boutique hotel,Hotel room,365,5,,,0,,,Élysée,48.87071,2.31328
25923831,,Entire rental unit,Entire home/apt,12,1,,,50,4.68,0.59,Élysée,48.87432,2.3053
25839392,,Entire rental unit,Entire home/apt,0,1,,,17,4.76,0.19,Élysée,48.87474,2.29627
25965984,,Private room in rental unit,Private room,0,2,,,1,5.0,0.01,Élysée,48.87866,2.31505
26046499,,Room in boutique hotel,Hotel room,276,5,within an hour,100,2,4.5,0.02,Élysée,48.87426,2.30445
26046502,,Room in boutique hotel,Hotel room,247,5,within an hour,100,7,4.29,0.08,Élysée,48.87426,2.30445
26046504,,Room in boutique hotel,Hotel room,191,5,within an hour,100,7,4.0,0.09,Élysée,48.87426,2.30445
26046506,,Room in boutique hotel,Hotel room,223,5,within an hour,100,11,4.18,0.23,Élysée,48.87426,2.30445
25876280,,Room in boutique hotel,Private room,319,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876283,,Room in boutique hotel,Private room,319,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876285,,Room in boutique hotel,Private room,311,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876288,,Room in boutique hotel,Private room,200,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876290,,Room in boutique hotel,Private room,245,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876292,,Room in boutique hotel,Private room,299,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876295,,Room in boutique hotel,Private room,235,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
25876299,,Room in boutique hotel,Private room,302,12,within a few hours,100,0,,,Élysée,48.868507,2.306642
26154066,,Entire rental unit,Entire home/apt,0,1,within an hour,100,18,4.33,0.21,Élysée,48.87864,2.31441
26291122,,Private room in bed and breakfast,Private room,38,1,within a few hours,100,73,4.97,2.12,Élysée,48.87976755072677,2.32640627771616
26175947,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175949,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175957,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175960,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175965,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175968,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175971,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175977,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175983,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26175986,,Room in boutique hotel,Private room,0,10,,,0,,,Élysée,48.87708,2.32205
26188730,,Entire loft,Entire home/apt,177,2,within an hour,100,556,4.96,6.33,Élysée,48.86826,2.30343
26243676,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87028,2.30901
26335476,,Entire rental unit,Entire home/apt,0,1,,,21,4.43,0.24,Élysée,48.87631,2.3138
26255789,,Entire condo,Entire home/apt,263,1,,,0,,,Élysée,48.86515,2.30542
26458850,,Entire rental unit,Entire home/apt,0,1,,,15,4.67,0.17,Élysée,48.88233,2.3237
26489519,,Entire rental unit,Entire home/apt,365,1,,,3,5.0,0.04,Élysée,48.86638,2.30917
26582414,,Entire rental unit,Entire home/apt,2,1,within an hour,80,33,4.91,0.38,Élysée,48.88069,2.31551
26612366,,Entire rental unit,Entire home/apt,89,1,,,24,4.96,0.3,Élysée,48.87678,2.31961
26771703,,Entire rental unit,Entire home/apt,0,1,a few days or more,0,12,4.5,0.14,Élysée,48.87396,2.31905
27030906,,Entire rental unit,Entire home/apt,349,1,within an hour,100,82,4.82,0.96,Élysée,48.87119,2.31082
27041926,,Entire rental unit,Entire home/apt,268,1,within an hour,100,0,,,Élysée,48.87476,2.32234
27385244,,Room in boutique hotel,Hotel room,0,3,,,1,5.0,0.01,Élysée,48.87168,2.31238
27385245,,Room in boutique hotel,Hotel room,0,3,,,0,,,Élysée,48.87168,2.31238
27385250,,Room in boutique hotel,Hotel room,0,3,,,0,,,Élysée,48.87168,2.31238
27593922,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87544,2.32223
27416168,,Entire rental unit,Entire home/apt,297,1,within an hour,100,170,4.83,1.99,Élysée,48.87145,2.32556
27534288,,Room in boutique hotel,Hotel room,0,1,,,0,,,Élysée,48.87417,2.31853
27618424,,Entire rental unit,Entire home/apt,291,1,a few days or more,40,1,5.0,1.0,Élysée,48.8745,2.32115
27619402,,Entire rental unit,Entire home/apt,0,2,within a day,60,41,4.88,0.48,Élysée,48.87594,2.32203
27980135,,Room in boutique hotel,Hotel room,173,2,,,0,,,Élysée,48.87322,2.301
27980145,,Room in boutique hotel,Hotel room,173,2,,,0,,,Élysée,48.87153,2.30144
27675799,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.87744,2.3268
27717265,,Room in boutique hotel,Hotel room,271,4,within a day,100,0,,,Élysée,48.86985,2.32089
27717267,,Room in boutique hotel,Hotel room,232,4,within a day,100,0,,,Élysée,48.86985,2.32089
27717270,,Room in boutique hotel,Hotel room,330,4,within a day,100,2,5.0,0.06,Élysée,48.86985,2.32089
27717274,,Room in boutique hotel,Hotel room,344,4,within a day,100,1,5.0,0.03,Élysée,48.86985,2.32089
28043062,,Entire rental unit,Entire home/apt,0,1,within an hour,100,20,4.65,0.23,Élysée,48.87004,2.3216
28097256,,Entire rental unit,Entire home/apt,295,1,within a day,100,13,4.85,0.73,Élysée,48.87374,2.32549
28273412,,Entire rental unit,Entire home/apt,225,4,within an hour,100,47,4.66,0.55,Élysée,48.86865,2.32489
28273467,,Entire rental unit,Entire home/apt,234,4,within an hour,100,50,4.5,0.59,Élysée,48.86922,2.32392
28784098,,Entire rental unit,Entire home/apt,0,2,,,0,,,Élysée,48.86925,2.32226
29155878,,Entire rental unit,Entire home/apt,0,1,,,10,5.0,0.12,Élysée,48.87382,2.32532
29024694,,Room in boutique hotel,Hotel room,50,4,,,1,5.0,0.01,Élysée,48.86637,2.30312
29024697,,Room in boutique hotel,Hotel room,52,4,,,1,5.0,0.03,Élysée,48.86631,2.30458
29024700,,Room in boutique hotel,Hotel room,50,4,,,0,,,Élysée,48.86812,2.30334
29024703,,Room in boutique hotel,Hotel room,52,4,,,1,5.0,0.02,Élysée,48.86621,2.30443
29052649,,Entire rental unit,Entire home/apt,0,1,,,3,5.0,0.04,Élysée,48.87177,2.3055
29295556,,Entire rental unit,Entire home/apt,0,1,,,15,4.67,0.18,Élysée,48.87631,2.2984
29814060,,Entire rental unit,Entire home/apt,31,1,within an hour,100,196,4.76,2.38,Élysée,48.86996,2.31143
29854959,,Entire rental unit,Entire home/apt,87,1,,,25,5.0,0.31,Élysée,48.87161,2.32333
29951698,,Entire rental unit,Entire home/apt,0,1,,,21,4.81,0.25,Élysée,48.88213,2.32506
29982991,,Entire condo,Entire home/apt,363,1,,,8,4.88,0.11,Élysée,48.86955,2.32054
30142503,,Entire rental unit,Entire home/apt,0,1,,,21,4.9,0.26,Élysée,48.86583,2.30697
30166721,,Entire rental unit,Entire home/apt,0,1,,,1,5.0,0.01,Élysée,48.87816,2.31052
30483712,,Entire rental unit,Entire home/apt,202,2,within an hour,100,134,4.94,1.74,Élysée,48.8706,2.30779
30346555,,Private room in rental unit,Private room,0,1,,,5,4.8,0.06,Élysée,48.88301,2.32672
30393336,,Entire rental unit,Entire home/apt,222,6,within an hour,100,190,4.77,2.33,Élysée,48.86762,2.32236
30394569,,Entire rental unit,Entire home/apt,236,6,within an hour,100,202,4.78,2.48,Élysée,48.86762,2.32236
30394812,,Entire rental unit,Entire home/apt,255,6,within an hour,100,244,4.81,3.03,Élysée,48.86762,2.32236
30422467,,Entire rental unit,Entire home/apt,0,1,,,0,,,Élysée,48.88018,2.31604
30734076,,Entire rental unit,Entire home/apt,152,1,within a few hours,100,56,4.8,0.69,Élysée,48.88044,2.3178
30739714,,Entire rental unit,Entire home/apt,0,2,,,1,5.0,0.01,Élysée,48.87131,2.31504
30782343,,Entire rental unit,Entire home/apt,300,26,within an hour,100,70,4.33,0.87,Élysée,48.87558,2.32274
31203256,,Entire rental unit,Entire home/apt,358,1,,,4,5.0,0.06,Élysée,48.87659454345703,2.3143470287323
31405044,,Entire rental unit,Entire home/apt,310,14,within an hour,100,72,4.6,0.91,Élysée,48.87558,2.32274
31414254,,Entire rental unit,Entire home/apt,0,1,,,8,5.0,0.19,Élysée,48.8692,2.30174
31540364,,Entire rental unit,Entire home/apt,254,1,within an hour,100,78,4.9,1.02,Élysée,48.8668,2.30325
31579911,,Entire rental unit,Entire home/apt,254,1,,,5,5.0,1.08,Élysée,48.8826,2.32479
32279110,,Entire rental unit,Entire home/apt,319,2,within an hour,100,334,4.6,4.17,Élysée,48.8704,2.30771
32336751,,Entire rental unit,Entire home/apt,0,1,,,13,4.85,0.49,Élysée,48.8692817917445,2.303009502923751
